,0
solar_curtailment_s0w0,-0.0
solar_curtailment_s1w0,-0.0
solar_curtailment_s2w0,0.0
solar_curtailment_s3w0,0.0
solar_curtailment_s4w0,0.0
solar_curtailment_s5w0,0.0
solar_curtailment_s6w0,0.0
solar_curtailment_s0w1,-0.00107278498240641
solar_curtailment_s1w1,-0.019625608060667158
solar_curtailment_s2w1,0.015191686760368464
solar_curtailment_s3w1,0.010248986552592848
solar_curtailment_s4w1,0.0039427535593927554
solar_curtailment_s5w1,0.0033980845680678124
solar_curtailment_s6w1,3.423758361697539e-05
solar_curtailment_s0w2,0.0010978966397191744
solar_curtailment_s1w2,-0.012951904994924629
solar_curtailment_s2w2,0.00993090250093102
solar_curtailment_s3w2,0.004385931909648632
solar_curtailment_s4w2,-0.00023512850895788823
solar_curtailment_s5w2,-0.007383495156201282
solar_curtailment_s6w2,0.003808532245685254
solar_curtailment_s0w3,0.00019975467588814887
solar_curtailment_s1w3,0.01243295661595832
solar_curtailment_s2w3,-0.021422689151703207
solar_curtailment_s3w3,-0.0043998845240802355
solar_curtailment_s4w3,-0.004346870126609318
solar_curtailment_s5w3,0.007951189958820742
solar_curtailment_s6w3,
solar_curtailment_s0w4,-4.0624689884004506e-05
solar_curtailment_s1w4,0.007949537769678371
solar_curtailment_s2w4,0.000846790021412365
solar_curtailment_s3w4,-0.01093445341657219
solar_curtailment_s4w4,0.004445737672431975
solar_curtailment_s5w4,-0.005024378111464305
solar_curtailment_s0w5,0.0001219045562903112
solar_curtailment_s1w5,0.0032027784526662295
solar_curtailment_s2w5,-0.010147748515098583
solar_curtailment_s3w5,0.001000312643586473
solar_curtailment_s4w5,-0.0056482317905328545
solar_curtailment_s5w5,
solar_curtailment_s0w6,0.0005177889534465918
solar_curtailment_s1w6,0.005095799750071824
solar_curtailment_s2w6,0.011108376732722091
solar_curtailment_s3w6,
solar_curtailment_s4w6,
