,0
solar_curtailment_s0w0,0.0
solar_curtailment_s1w0,-0.0443934115864938
solar_curtailment_s2w0,0.0430564645623478
solar_curtailment_s3w0,-0.03646096292836668
solar_curtailment_s4w0,-0.18143328082831017
solar_curtailment_s5w0,0.0049487847295807685
solar_curtailment_s6w0,-0.09665154519902938
solar_curtailment_s0w1,7.170673537677454e-06
solar_curtailment_s1w1,0.0036648875988620354
solar_curtailment_s2w1,-0.07658425677529104
solar_curtailment_s3w1,0.04416655272457181
solar_curtailment_s4w1,0.13569427447916652
solar_curtailment_s5w1,-0.08229290695878956
solar_curtailment_s6w1,-0.0638600499829644
solar_curtailment_s0w2,-4.734747930118008e-05
solar_curtailment_s1w2,0.014418658112510271
solar_curtailment_s2w2,-0.024287956429701146
solar_curtailment_s3w2,-0.054711955373226484
solar_curtailment_s4w2,0.04787360208097402
solar_curtailment_s5w2,0.06746310997016282
solar_curtailment_s6w2,0.08173297297299534
solar_curtailment_s0w3,-3.3305955859386373e-05
solar_curtailment_s1w3,-0.022242055540668715
solar_curtailment_s2w3,0.014218696177402328
solar_curtailment_s3w3,0.028437089715968256
solar_curtailment_s4w3,-0.03173154439395931
solar_curtailment_s5w3,0.07065841702778734
solar_curtailment_s0w4,-0.00010659939276725095
solar_curtailment_s1w4,0.00172601869979538
solar_curtailment_s2w4,-0.0228346645875308
solar_curtailment_s3w4,0.010660392108529745
solar_curtailment_s4w4,0.09871253565904117
solar_curtailment_s5w4,0.21189016755488882
solar_curtailment_s0w5,0.0001278633725166534
solar_curtailment_s1w5,-0.006236527466016347
solar_curtailment_s2w5,0.04079150353374526
solar_curtailment_s3w5,0.08875319604525682
solar_curtailment_s4w5,0.1550723543680643
solar_curtailment_s0w6,-9.616994447405067e-05
solar_curtailment_s1w6,0.013933744085120537
solar_curtailment_s2w6,0.1263927252907135
