,0
solar_curtailment_s0w0,0.002290072586197081
solar_curtailment_s1w0,0.25278646816339473
solar_curtailment_s2w0,0.48185355058899854
solar_curtailment_s3w0,0.1559578472451435
solar_curtailment_s4w0,0.07015296110807145
solar_curtailment_s5w0,0.01939653628236615
solar_curtailment_s6w0,-0.0010884933783342765
solar_curtailment_s0w1,-0.00214556996481282
solar_curtailment_s1w1,-0.017480038095854356
solar_curtailment_s2w1,0.05000898158140393
solar_curtailment_s3w1,-0.009885400415551082
solar_curtailment_s4w1,-0.012612465986400201
solar_curtailment_s5w1,-0.001089337982649874
solar_curtailment_s6w1,-0.006761931552518696
solar_curtailment_s0w2,2.51116573127646e-05
solar_curtailment_s1w2,-0.016313868185108688
solar_curtailment_s2w2,0.041411345789095444
solar_curtailment_s3w2,-0.010487670799057991
solar_curtailment_s4w2,-0.010927293411806649
solar_curtailment_s5w2,-0.00769303563856838
solar_curtailment_s6w2,0.005906795502784612
solar_curtailment_s0w3,0.00022486633320091347
solar_curtailment_s1w3,-0.01029714455301764
solar_curtailment_s2w3,0.013772178329413132
solar_curtailment_s3w3,0.006535133828564854
solar_curtailment_s4w3,-0.010874279014335686
solar_curtailment_s5w3,0.004605024446861838
solar_curtailment_s6w3,
solar_curtailment_s0w4,0.000184241643316909
solar_curtailment_s1w4,-0.006281750978294448
solar_curtailment_s2w4,0.010644199465986048
solar_curtailment_s3w4,-0.005246109609419514
solar_curtailment_s4w4,0.004505912074668439
solar_curtailment_s5w4,-0.0048650913370346105
solar_curtailment_s0w5,0.00030614619960722005
solar_curtailment_s1w5,-0.004802266308251674
solar_curtailment_s2w5,-0.001104938275445444
solar_curtailment_s3w5,0.005901951549265427
solar_curtailment_s4w5,-0.00214263235945078
solar_curtailment_s5w5,
solar_curtailment_s0w6,0.0016478703061076246
solar_curtailment_s1w6,-0.006062099726771242
solar_curtailment_s2w6,0.005237266617784342
solar_curtailment_s3w6,
solar_curtailment_s4w6,
