,0
wind_curtailment_w0s0,0.0
wind_curtailment_w1s0,-0.15107316389079506
wind_curtailment_w2s0,-0.11757949524092953
wind_curtailment_w3s0,-0.24436242030345162
wind_curtailment_w4s0,-0.14690797892087037
wind_curtailment_w5s0,-0.11627149191004582
wind_curtailment_w6s0,-0.3084433978921929
wind_curtailment_w0s1,-0.0017079131591014928
wind_curtailment_w1s1,-0.10119885073411608
wind_curtailment_w2s1,-0.27459216288380506
wind_curtailment_w3s1,0.016553132306647955
wind_curtailment_w4s1,-0.10076503844942819
wind_curtailment_w5s1,-0.05113006573099166
wind_curtailment_w6s1,0.1529576906533484
wind_curtailment_w0s2,-0.0030386957562583113
wind_curtailment_w1s2,-0.011324531389973583
wind_curtailment_w2s2,0.10939772533242392
wind_curtailment_w3s2,-0.07216839002741438
wind_curtailment_w4s2,0.02083148732369111
wind_curtailment_w5s2,-0.0443325484289836
wind_curtailment_w6s2,0.3258091220028736
wind_curtailment_w0s3,-0.036412197141848936
wind_curtailment_w1s3,0.09499070658463651
wind_curtailment_w2s3,-0.008124515419591971
wind_curtailment_w3s3,-0.026821587497211863
wind_curtailment_w4s3,-0.007510904530260043
wind_curtailment_w5s3,0.03263907111566722
wind_curtailment_w0s4,0.032600443197505734
wind_curtailment_w1s4,-0.010859076074532119
wind_curtailment_w2s4,-0.03817340557255469
wind_curtailment_w3s4,0.08339417590566744
wind_curtailment_w4s4,-0.07331385643045352
wind_curtailment_w5s4,0.15294970932889496
wind_curtailment_w0s5,-0.0038727103393377173
wind_curtailment_w1s5,-0.06048342355716372
wind_curtailment_w2s5,0.08516227261925954
wind_curtailment_w3s5,-0.02540943393981837
wind_curtailment_w4s5,0.015236320740782627
wind_curtailment_w0s6,0.02183194215021956
wind_curtailment_w1s6,-0.03822560609890708
wind_curtailment_w2s6,0.005134307315736941
