wind,0.1,0.3,0.4,0.5,0.6,0.7,0.9
0.1,0.0,-0.2908328138323258,-0.5096988584552465,-0.7191890220212594,-0.8732452277949271,-0.9566724135629523,-1.0329739402846625
0.3,-0.0005140527130918539,-0.320053997515194,-0.5696852569605324,-0.7515295361662166,-0.8811848077588235,-0.9694244255569329,-1.061241830821753
0.4,-0.0005987242167493896,-0.30993209928332793,-0.5692310729836303,-0.7675684915317852,-0.9039136213075745,-0.9952994996996426,-1.1005082641154122
0.5,-0.0012361277761250653,-0.29912508085445566,-0.573643424832342,-0.7838988623476733,-0.9295001512731182,-1.034899869980614,
0.6,-0.0012397392477785777,-0.29118040327132666,-0.5816092507080989,-0.8071614649744907,-0.9596811512954909,-1.0664648810581692,
0.7,-0.002206986528664534,-0.27731992479787215,-0.5975804945647406,-0.828242120952577,-0.9711025010416207,,
0.9,-0.004687280317108817,-0.2574871344819252,-0.6079428170164718,,,,
