solar,wind,wind absolute curt
0.1,0.1,304437.0
0.1,0.3,11370510.0
0.1,0.4,25341662.2
0.1,0.5,52091495.5
0.1,0.6,132345949.7
0.1,0.7,249619058.9
0.1,0.9,523021360.1
0.3,0.1,4225196.6
0.3,0.3,19942047.7
0.3,0.4,33677865.2
0.3,0.5,63075140.8
0.3,0.6,135901047.9
0.3,0.7,241157681.2
0.3,0.9,597735811.8
0.4,0.1,4770777.6
0.4,0.3,27998917.8
0.4,0.4,47133869.9
0.4,0.5,82960749.0
0.4,0.6,150855301.7
0.4,0.7,257926111.2
0.4,0.9,664316470.7
0.5,0.1,4424818.9
0.5,0.3,33566773.0
0.5,0.4,57785518.7
0.5,0.5,97583554.8
0.5,0.6,165774146.2
0.5,0.7,284468426.0
0.6,0.1,5283888.8
0.6,0.3,41514792.0
0.6,0.4,69972351.5
0.6,0.5,113564480.7
0.6,0.6,184925863.7
0.6,0.7,324048208.3
0.7,0.1,6770963.1
0.7,0.3,51180828.2
0.7,0.4,79103921.1
0.7,0.5,127978271.8
0.7,0.6,208293371.7
0.9,0.1,9478952.6
0.9,0.3,62964724.4
0.9,0.4,94581866.3
