solar,wind,wind curt
0.1,0.3,37.1
0.1,0.5,57.6
0.1,0.6,42.9
0.1,0.7,48.2
0.1,0.9,68.4
0.3,0.5,50.2
0.3,0.6,91.3
0.3,0.7,89.5
0.4,0.4,59.9
0.4,0.5,95.4
0.4,0.6,77.3
0.4,0.7,76.4
0.5,0.1,95.9
0.5,0.3,91.4
0.5,0.4,29.1
0.5,0.7,88.4
0.6,0.4,99.3
0.6,0.5,82.9
0.6,0.6,55.7
0.6,0.7,52.0
0.7,0.4,50.6
0.7,0.5,100.0
0.7,0.6,48.5
0.9,0.1,93.8
0.9,0.4,93.9
