solar,wind,VRE share
0.1,0.3,22.6
0.1,0.5,32.9
0.1,0.6,36.5
0.1,0.7,41.0
0.1,0.9,40.6
0.3,0.5,43.4
0.3,0.6,28.8
0.3,0.7,33.1
0.4,0.4,34.6
0.4,0.5,11.2
0.4,0.6,43.9
0.4,0.7,33.6
0.5,0.1,24.4
0.5,0.3,21.0
0.5,0.4,59.6
0.5,0.7,33.9
0.6,0.4,7.0
0.6,0.5,40.3
0.6,0.6,52.8
0.6,0.7,63.3
0.7,0.4,52.5
0.7,0.5,0.0
0.7,0.6,41.5
0.9,0.1,33.2
0.9,0.4,46.5
