solar,wind,ES wind cap
0.1,0.3,43.7
0.1,0.5,96.0
0.1,0.6,67.4
0.1,0.7,74.9
0.1,0.9,255.6
0.3,0.5,60.3
0.3,0.6,738.7
0.3,0.7,460.2
0.4,0.4,52.0
0.4,0.5,73.4
0.4,0.6,446.0
0.4,0.7,65.0
0.5,0.1,207.0
0.5,0.3,30.1
0.5,0.4,63.5
0.5,0.7,69.1
0.6,0.4,947.1
0.6,0.5,77.3
0.6,0.6,59.8
0.6,0.7,88.1
0.7,0.4,52.8
0.7,0.5,19.8
0.7,0.6,71.1
0.9,0.1,798.9
0.9,0.4,710.8
