solar,wind,VRE curt
0.1,0.3,35.9
0.1,0.5,53.3
0.1,0.6,43.1
0.1,0.7,47.6
0.1,0.9,65.6
0.3,0.5,49.3
0.3,0.6,84.9
0.3,0.7,87.9
0.4,0.4,60.0
0.4,0.5,96.4
0.4,0.6,75.8
0.4,0.7,73.1
0.5,0.1,86.7
0.5,0.3,88.6
0.5,0.4,29.0
0.5,0.7,88.9
0.6,0.4,97.9
0.6,0.5,77.5
0.6,0.6,58.3
0.6,0.7,52.0
0.7,0.4,51.3
0.7,0.5,
0.7,0.6,48.9
0.9,0.1,82.7
0.9,0.4,76.8
