solar,wind,total demand
0.1,0.3,8514.775
0.1,0.5,7853.613
0.1,0.6,7919.723
0.1,0.7,7757.214
0.1,0.9,7152.457
0.3,0.5,8014.221
0.3,0.6,6189.548
0.3,0.7,5603.873
0.4,0.4,5888.629
0.4,0.5,4694.619
0.4,0.6,6839.352
0.4,0.7,8602.361
0.5,0.1,7173.141
0.5,0.3,5673.77
0.5,0.4,8135.947
0.5,0.7,6020.093
0.6,0.4,4183.949
0.6,0.5,6514.934
0.6,0.6,7213.632
0.6,0.7,7333.684
0.7,0.4,7743.634
0.7,0.5,3898.879
0.7,0.6,12141.764
0.9,0.1,7101.336
0.9,0.4,6192.731
