solar,wind,backup capacity factor high
0.1,0.3,28.92
0.1,0.5,33.66
0.1,0.6,35.54
0.1,0.7,30.61
0.1,0.9,26.16
0.3,0.5,33.87
0.3,0.6,13.88
0.3,0.7,33.31
0.4,0.4,29.68
0.4,0.5,24.6
0.4,0.6,28.46
0.4,0.7,28.67
0.5,0.1,46.51
0.5,0.3,33.75
0.5,0.4,12.19
0.5,0.7,27.1
0.6,0.4,33.23
0.6,0.5,25.77
0.6,0.6,35.74
0.6,0.7,45.63
0.7,0.4,48.87
0.7,0.5,41.93
0.7,0.6,30.88
0.9,0.1,33.75
0.9,0.4,39.7
