solar,wind,solar cap
0.1,0.3,649.0
0.1,0.5,623.1
0.1,0.6,711.0
0.1,0.7,702.8
0.1,0.9,604.9
0.3,0.5,2218.7
0.3,0.6,1784.7
0.3,0.7,3075.1
0.4,0.4,2273.0
0.4,0.5,8842.6
0.4,0.6,3763.3
0.4,0.7,2759.6
0.5,0.1,8254.7
0.5,0.3,5004.2
0.5,0.4,3477.6
0.5,0.7,7133.4
0.6,0.4,5677.7
0.6,0.5,4184.8
0.6,0.6,4189.0
0.6,0.7,4163.5
0.7,0.4,4793.3
0.7,0.5,856.9
0.7,0.6,4918.5
0.9,0.1,9825.1
0.9,0.4,5869.3
