solar,wind,DK solar cap
0.1,0.3,28.9
0.1,0.5,27.3
0.1,0.6,29.8
0.1,0.7,34.5
0.1,0.9,27.5
0.3,0.5,95.1
0.3,0.6,83.3
0.3,0.7,90.6
0.4,0.4,103.0
0.4,0.5,146.6
0.4,0.6,110.2
0.4,0.7,130.8
0.5,0.1,140.3
0.5,0.3,143.9
0.5,0.4,140.5
0.5,0.7,145.2
0.6,0.4,148.1
0.6,0.5,143.0
0.6,0.6,145.8
0.6,0.7,143.5
0.7,0.4,137.0
0.7,0.5,33.1
0.7,0.6,145.5
0.9,0.1,146.3
0.9,0.4,146.4
