solar,wind,DK wind cap
0.1,0.3,47.5
0.1,0.5,119.0
0.1,0.6,101.6
0.1,0.7,125.6
0.1,0.9,158.4
0.3,0.5,108.2
0.3,0.6,167.6
0.3,0.7,146.9
0.4,0.4,55.9
0.4,0.5,181.2
0.4,0.6,106.7
0.4,0.7,161.7
0.5,0.1,33.5
0.5,0.3,169.4
0.5,0.4,64.9
0.5,0.7,177.9
0.6,0.4,182.0
0.6,0.5,93.7
0.6,0.6,114.5
0.6,0.7,121.9
0.7,0.4,72.8
0.7,0.5,73.9
0.7,0.6,109.9
0.9,0.1,9.3
0.9,0.4,165.8
