solar,wind,solar share
0.1,0.3,5.6
0.1,0.5,5.8
0.1,0.6,5.5
0.1,0.7,5.5
0.1,0.9,5.0
0.3,0.5,15.6
0.3,0.6,9.0
0.3,0.7,9.5
0.4,0.4,16.3
0.4,0.5,4.5
0.4,0.6,16.2
0.4,0.7,11.5
0.5,0.1,19.7
0.5,0.3,12.6
0.5,0.4,32.5
0.5,0.7,13.7
0.6,0.4,4.4
0.6,0.5,19.7
0.6,0.6,24.5
0.6,0.7,29.4
0.7,0.4,33.1
0.7,0.5,0.0
0.7,0.6,22.1
0.9,0.1,29.0
0.9,0.4,32.0
