solar,wind,wind share
0.1,0.1,9.9
0.1,0.3,28.3
0.1,0.4,37.0
0.1,0.5,43.3
0.1,0.6,47.9
0.1,0.7,51.7
0.1,0.9,55.9
0.3,0.4,33.8
0.3,0.5,38.9
0.3,0.6,43.0
0.3,0.7,45.5
0.3,0.9,51.4
0.4,0.4,33.4
0.4,0.5,38.3
0.4,0.6,42.1
0.4,0.7,45.6
0.4,0.9,50.1
0.5,0.1,9.3
0.5,0.3,25.9
0.5,0.4,33.4
0.5,0.5,37.9
0.5,0.6,41.9
0.5,0.7,44.7
0.6,0.4,33.4
0.6,0.5,37.8
0.6,0.6,41.8
0.6,0.7,45.1
0.7,0.4,33.0
0.7,0.5,37.8
0.7,0.6,42.4
0.9,0.1,9.2
0.9,0.3,26.3
0.9,0.4,32.9
