solar,wind,system efficiency
0.1,0.1,98.8
0.1,0.3,98.8
0.1,0.4,98.6
0.1,0.5,97.9
0.1,0.6,98.4
0.1,0.7,98.9
0.1,0.9,98.9
0.3,0.4,98.9
0.3,0.5,98.9
0.3,0.6,98.9
0.3,0.7,98.9
0.3,0.9,98.8
0.4,0.4,98.9
0.4,0.5,98.9
0.4,0.6,98.9
0.4,0.7,98.9
0.4,0.9,98.9
0.5,0.1,98.9
0.5,0.3,98.9
0.5,0.4,98.9
0.5,0.5,98.9
0.5,0.6,98.9
0.5,0.7,98.9
0.6,0.4,98.9
0.6,0.5,98.9
0.6,0.6,98.9
0.6,0.7,98.9
0.7,0.4,98.9
0.7,0.5,98.9
0.7,0.6,98.9
0.9,0.1,98.9
0.9,0.3,98.8
0.9,0.4,98.9
