solar,wind,wind cap
0.1,0.1,119.4
0.1,0.3,389.6
0.1,0.4,511.9
0.1,0.5,658.4
0.1,0.6,792.1
0.1,0.7,930.4
0.1,0.9,1195.3
0.3,0.4,517.6
0.3,0.5,645.3
0.3,0.6,783.8
0.3,0.7,914.2
0.3,0.9,1189.4
0.4,0.4,517.9
0.4,0.5,646.4
0.4,0.6,781.9
0.4,0.7,912.8
0.4,0.9,1188.2
0.5,0.1,120.4
0.5,0.3,389.5
0.5,0.4,517.4
0.5,0.5,647.0
0.5,0.6,781.6
0.5,0.7,912.3
0.6,0.4,517.3
0.6,0.5,646.9
0.6,0.6,781.1
0.6,0.7,912.0
0.7,0.4,517.0
0.7,0.5,646.7
0.7,0.6,781.1
0.9,0.1,120.4
0.9,0.3,388.6
0.9,0.4,512.0
