solar,wind,system cost
0.1,0.1,350.3
0.1,0.3,353.0
0.1,0.4,357.3
0.1,0.5,363.8
0.1,0.6,372.2
0.1,0.7,381.9
0.1,0.9,404.2
0.3,0.4,368.5
0.3,0.5,376.4
0.3,0.6,386.0
0.3,0.7,396.6
0.3,0.9,420.5
0.4,0.4,379.7
0.4,0.5,387.8
0.4,0.6,397.5
0.4,0.7,408.7
0.4,0.9,432.2
0.5,0.1,378.7
0.5,0.3,385.6
0.5,0.4,391.7
0.5,0.5,399.8
0.5,0.6,409.6
0.5,0.7,420.4
0.6,0.4,403.9
0.6,0.5,411.9
0.6,0.6,421.7
0.6,0.7,432.6
0.7,0.4,416.0
0.7,0.5,424.3
0.7,0.6,434.0
0.9,0.1,427.5
0.9,0.3,435.0
0.9,0.4,441.2
