solar,wind,backup capacity factor low
0.1,0.1,10.81
0.1,0.3,11.09
0.1,0.4,11.64
0.1,0.5,12.24
0.1,0.6,12.4
0.1,0.7,11.97
0.1,0.9,11.6
0.3,0.4,12.24
0.3,0.5,12.38
0.3,0.6,12.21
0.3,0.7,12.14
0.3,0.9,12.52
0.4,0.4,12.33
0.4,0.5,12.28
0.4,0.6,12.16
0.4,0.7,12.17
0.4,0.9,12.58
0.5,0.1,11.14
0.5,0.3,11.61
0.5,0.4,12.36
0.5,0.5,12.26
0.5,0.6,12.15
0.5,0.7,12.17
0.6,0.4,12.38
0.6,0.5,12.28
0.6,0.6,12.16
0.6,0.7,12.17
0.7,0.4,12.36
0.7,0.5,12.29
0.7,0.6,12.19
0.9,0.1,11.15
0.9,0.3,11.83
0.9,0.4,12.55
