solar,wind,solar curt
0.1,0.1,0.4
0.1,0.3,0.3
0.1,0.4,0.3
0.1,0.5,0.4
0.1,0.6,0.4
0.1,0.7,0.4
0.1,0.9,0.5
0.3,0.4,18.6
0.3,0.5,20.7
0.3,0.6,23.6
0.3,0.7,24.8
0.3,0.9,31.1
0.4,0.4,34.9
0.4,0.5,36.9
0.4,0.6,38.5
0.4,0.7,42.1
0.4,0.9,44.1
0.5,0.1,37.3
0.5,0.3,43.7
0.5,0.4,47.0
0.5,0.5,48.1
0.5,0.6,49.9
0.5,0.7,51.5
0.6,0.4,55.4
0.6,0.5,56.4
0.6,0.6,57.9
0.6,0.7,60.0
0.7,0.4,61.1
0.7,0.5,62.4
0.7,0.6,64.6
0.9,0.1,63.5
0.9,0.3,67.8
0.9,0.4,68.7
