solar,wind,VRE curt
0.1,0.1,0.5
0.1,0.3,4.3
0.1,0.4,6.0
0.1,0.5,10.9
0.1,0.6,16.8
0.1,0.7,22.0
0.1,0.9,32.3
0.3,0.4,16.8
0.3,0.5,21.6
0.3,0.6,26.7
0.3,0.7,31.6
0.3,0.9,39.5
0.4,0.4,24.5
0.4,0.5,28.8
0.4,0.6,33.1
0.4,0.7,37.3
0.4,0.9,44.3
0.5,0.1,30.3
0.5,0.3,29.2
0.5,0.4,29.9
0.5,0.5,33.9
0.5,0.6,37.6
0.5,0.7,41.5
0.6,0.4,33.8
0.6,0.5,37.4
0.6,0.6,40.7
0.6,0.7,44.1
0.7,0.4,37.2
0.7,0.5,40.0
0.7,0.6,42.4
0.9,0.1,51.3
0.9,0.3,41.4
0.9,0.4,41.2
