solar,wind,wind curt
0.1,0.1,0.6
0.1,0.3,5.7
0.1,0.4,7.6
0.1,0.5,13.4
0.1,0.6,20.2
0.1,0.7,26.2
0.1,0.9,37.9
0.3,0.4,15.5
0.3,0.5,22.1
0.3,0.6,28.3
0.3,0.7,35.0
0.3,0.9,42.9
0.4,0.4,16.4
0.4,0.5,23.4
0.4,0.6,29.9
0.4,0.7,34.9
0.4,0.9,44.3
0.5,0.1,6.7
0.5,0.3,13.6
0.5,0.4,16.4
0.5,0.5,24.2
0.5,0.6,30.2
0.5,0.7,36.1
0.6,0.4,16.5
0.6,0.5,24.3
0.6,0.6,30.3
0.6,0.7,35.6
0.7,0.4,17.4
0.7,0.5,24.4
0.7,0.6,29.4
0.9,0.1,7.7
0.9,0.3,12.2
0.9,0.4,17.7
