,0
wind_curtailment_w0s0,0.0
wind_curtailment_w1s0,-0.15107316389079506
wind_curtailment_w2s0,-0.2686526591317246
wind_curtailment_w3s0,-0.5130150794351762
wind_curtailment_w4s0,-0.6599230583560466
wind_curtailment_w5s0,-0.7761945502660924
wind_curtailment_w6s0,-1.0846379481582853
wind_curtailment_w0s1,-0.0017079131591014928
wind_curtailment_w1s1,-0.2539799277840126
wind_curtailment_w2s1,-0.6461515859087472
wind_curtailment_w3s1,-0.8739608739055509
wind_curtailment_w4s1,-1.1216338912758494
wind_curtailment_w5s1,-1.289035448916887
wind_curtailment_w6s1,-1.4445211561557314
wind_curtailment_w0s2,-0.004746608915359804
wind_curtailment_w1s2,-0.2683431549302445
wind_curtailment_w2s2,-0.5511170877225552
wind_curtailment_w3s2,-0.8510947657467732
wind_curtailment_w4s2,-1.0779362957933807
wind_curtailment_w5s2,-1.2896704018634018
wind_curtailment_w6s2,-1.1193469870993726
wind_curtailment_w0s3,-0.04115880605720874
wind_curtailment_w1s3,-0.20976464548745694
wind_curtailment_w2s3,-0.5006630936993596
wind_curtailment_w3s3,-0.8274623592207895
wind_curtailment_w4s3,-1.061814793797657
wind_curtailment_w5s3,-1.2409098287520108
wind_curtailment_w0s4,-0.008558362859703005
wind_curtailment_w1s4,-0.18802327836448332
wind_curtailment_w2s4,-0.5170951321489407
wind_curtailment_w3s4,-0.7605002217647031
wind_curtailment_w4s4,-1.0681665127720241
wind_curtailment_w5s4,-1.094311838397483
wind_curtailment_w0s5,-0.012431073199040722
wind_curtailment_w1s5,-0.25237941226098476
wind_curtailment_w2s5,-0.49628899342618255
wind_curtailment_w3s5,-0.7651035169817634
wind_curtailment_w4s5,-1.0575334872483018
wind_curtailment_w0s6,0.009400868951178839
wind_curtailment_w1s6,-0.2687730762096723
wind_curtailment_w2s6,-0.5075483500591331
