,,0
10,10,-1.00587490840062
10,20,1.3131368358265398
10,30,3.3093983738093935
10,40,9.478354709967826
10,50,23.6276591076253
10,60,34.10131609346417
10,70,39.049772919787934
10,80,42.264635667486594
10,90,44.76508447125222
20,10,-13.807221191681709
20,20,-5.087536305814005
20,30,0.7225681820803371
20,40,20.16868994513988
20,50,29.971091574202596
20,60,37.590978247055276
20,70,27.214057650762474
20,80,31.90838480708932
20,90,36.24851619222141
30,10,-10.125534299161002
30,20,-3.24669285955365
30,30,10.506570857238879
30,40,21.58442566009428
30,50,32.26912416363489
30,60,29.947760924603244
30,70,29.235722025121557
30,80,33.67734113465352
30,90,38.50990985804524
40,10,8.91264720819525
40,20,6.272397894124475
40,30,16.02232213199835
40,40,22.169451723248066
40,50,22.40791296605989
40,60,18.421904614434485
40,70,31.01151235899957
40,80,35.231157676796784
40,90,40.077174318606126
50,10,14.970680689777687
50,20,9.301414634915693
50,30,14.673113552034788
50,40,17.932635566657545
50,50,12.236353113464336
50,60,20.286174411518136
50,70,31.537394932734912
50,80,35.69130492881521
60,10,12.130898627528989
60,20,7.8815236037913445
60,30,12.319400606723198
60,40,9.370426832531887
60,50,10.181270287093325
60,60,20.456531988676556
60,70,31.725058612318396
70,10,6.29346030522354
70,20,4.96280444263862
70,30,1.147693115047222
70,40,9.524271228730028
70,50,10.273131175940604
70,60,20.562072395967686
80,10,6.376950732885748
80,20,5.004549656469724
80,30,1.3518706607255944
80,40,9.735034781362879
80,50,10.410527389935654
90,10,6.460441160547958
90,20,5.046294870300829
90,30,1.5560482064039756
90,40,9.945798333995736
