,0
wind_curtailment_w0s0,0.0
wind_curtailment_w1s0,-0.03807920850308791
wind_curtailment_w2s0,-0.04926759243704416
wind_curtailment_w3s0,-0.17498255120140968
wind_curtailment_w4s0,-0.46578377750297467
wind_curtailment_w5s0,-0.38229683263069925
wind_curtailment_w6s0,-0.581644751777096
wind_curtailment_w0s1,-0.014192232464918065
wind_curtailment_w1s1,-0.14107784782470004
wind_curtailment_w2s1,-0.2251472196146845
wind_curtailment_w3s1,-0.3313660281446567
wind_curtailment_w4s1,-0.4351045304287916
wind_curtailment_w5s1,-0.5050387678763628
wind_curtailment_w6s1,-0.5553449424733008
wind_curtailment_w0s2,-0.016241995077718018
wind_curtailment_w1s2,-0.12435938414310616
wind_curtailment_w2s2,-0.17821621703753818
wind_curtailment_w3s2,-0.22818153014178302
wind_curtailment_w4s2,-0.2765849466592284
wind_curtailment_w5s2,-0.31443279939247176
wind_curtailment_w6s2,-0.30038661694893454
wind_curtailment_w0s3,-0.01743064528986662
wind_curtailment_w1s3,-0.0898449861760492
wind_curtailment_w2s3,-0.10642976467716701
wind_curtailment_w3s3,-0.11908560031755323
wind_curtailment_w4s3,-0.11438187862505132
wind_curtailment_w5s3,-0.14302409864711332
wind_curtailment_w0s4,-0.01107935198956332
wind_curtailment_w1s4,-0.051806374065241086
wind_curtailment_w2s4,-0.04515241954845074
wind_curtailment_w3s4,-0.03699594123370264
wind_curtailment_w4s4,-0.007988524135573341
wind_curtailment_w5s4,-0.015918474932473625
wind_curtailment_w0s5,-0.005953797437680362
wind_curtailment_w1s5,-0.018715029976812757
wind_curtailment_w2s5,-0.004549167439444669
wind_curtailment_w3s5,0.030149248255476355
wind_curtailment_w4s5,0.06856167593237956
wind_curtailment_w0s6,-0.001004438729904129
wind_curtailment_w1s6,0.02035137001495592
wind_curtailment_w2s6,0.05788503803984875
