,,0
10,10,-7.17994570282637
10,20,-1.7738985613863352
10,30,-1.9315411015884836
10,40,-1.736609460374075
10,50,2.579588955139352
10,60,8.590716558607566
10,70,12.583443531062837
10,80,19.10659745235214
10,90,24.180161613354926
20,10,-10.942812050186742
20,20,-3.6553317350665213
20,30,-5.2918503688320495
20,40,-2.345358908108206
20,50,2.40982449313406
20,60,8.823526187870215
20,70,14.845239457102306
20,80,21.085668887636672
20,90,26.628324263819053
30,10,-10.278501560197824
30,20,-3.3231764900720626
30,30,-0.7766025533553729
30,40,1.8435404270220679
30,50,7.294144315151481
30,60,13.324718698001861
30,70,22.000302362097525
30,80,27.346348929507485
30,90,32.88236123124877
40,10,-6.370392395796795
40,20,-1.3691219078715484
40,30,2.095708342275824
40,40,4.0686511601041015
40,50,9.418193422778959
40,60,15.523930871834363
40,70,23.776092695975542
40,80,28.90016547165075
40,90,34.44962569180966
50,10,-5.179293052780075
50,20,-0.7735722363631881
50,30,2.5586287738449798
50,40,5.571338102232656
50,50,9.877671184385777
50,60,17.26297651911601
50,70,24.301975269710884
50,80,29.360312723669175
60,10,-8.547148168475047
60,20,-2.4574997942106735
60,30,3.1362701194168214
60,40,5.740344077804194
60,50,10.199206955340268
60,60,17.43333409627443
60,70,24.489638949294363
70,10,-9.378355315185875
70,20,-2.873103367566087
70,30,3.050067299372604
70,40,5.894188474002336
70,50,10.291067844187546
70,60,17.538874503565562
80,10,-9.294864887523664
80,20,-2.8313581537349823
80,30,3.254244845050976
80,40,6.104952026635186
80,50,10.428464058182596
90,10,-9.211374459861457
90,20,-2.7896129399038783
90,30,3.458422390729357
90,40,6.315715579268044
