,,0
10,10,-7.17994570282637
10,12,-5.377929989013025
10,14,-4.090775907717779
10,16,-3.125410346746343
10,18,-2.374570465990783
10,20,-1.7738985613863352
10,22,-1.2824397303463317
10,24,-0.8728907044796624
10,26,-0.5263492210540195
10,28,-0.22931366383203938
10,30,-1.9315411015884836
10,32,-1.1191756278365952
10,34,-0.4023825627613994
10,36,0.23476682841655186
10,38,0.8048478626284037
10,40,-1.736609460374075
10,42,-0.35916226877356655
10,44,0.8930624508632579
10,46,2.036398064444706
10,48,3.0844557102277
10,50,2.579588955139352
10,52,4.190371271151335
10,54,5.68183637856984
10,56,7.066768264029877
10,58,8.356187605665086
10,60,8.590716558607566
10,62,9.989789419955839
10,64,11.30142022746985
10,66,12.533558258770885
10,68,13.693217582348336
10,70,12.583443531062837
10,72,14.033033291349348
10,74,15.404266848377132
10,76,16.703330218192924
10,78,17.935774953659184
10,80,19.10659745235214
10,82,20.220306658425923
10,84,21.2809820927819
10,86,22.292323786005046
10,88,23.257695402263508
10,90,24.180161613354926
10,92,25.062520597877153
10,94,25.907332391568637
10,96,26.716943693856315
10,98,27.493509636866943
12,10,-12.048789528027152
12,12,-9.435299843347007
12,14,-7.568521497146907
12,16,-6.1684377374968316
12,18,-5.079483702213439
12,20,-4.208320473986725
12,22,-3.4955505599830503
12,24,-2.901575631646654
12,26,-2.398981461515858
12,28,-1.9681864585466038
12,30,-7.636921978730831
12,32,-6.467970200157547
12,34,-5.4365421602399415
12,36,-4.519717235868738
12,38,-3.6994001982734495
12,40,-5.467817294624648
12,42,-3.912693539488399
12,44,-2.498944671182718
12,46,-1.208130487077532
12,48,-0.024884151647778612
12,50,-1.1480506006201292
12,52,0.6061024675364495
12,54,2.2303182713851353
12,56,3.738518660673197
12,58,5.142705230010361
12,60,5.218339160121466
12,62,6.726198389162838
12,64,8.13981641638913
12,66,9.46776062378352
12,68,10.71759046603707
12,70,10.979327241999608
12,72,12.473475788093433
12,74,13.886859547911914
12,76,15.225854688792579
12,78,16.496183412192185
12,80,17.702995699421813
12,82,18.850939094591453
12,84,19.944218518562547
12,86,20.986647736767537
12,88,21.981693808690483
12,90,23.070313219014654
12,92,23.97679934254428
12,94,24.84471158847689
12,96,25.676460824162312
12,98,26.474261111452414
14,10,-11.772295158567047
14,12,-9.204887868796924
14,14,-7.371025518961119
14,16,-5.995628756584267
14,18,-4.925875719180048
14,20,-4.070073289256674
14,22,-3.3698713011375494
14,24,-2.7863696443716117
14,26,-2.2926374732619728
14,28,-1.8694384694537103
14,30,-7.050654076256135
14,32,-5.9183440415875195
14,34,-4.919246952174033
14,36,-4.031160650473158
14,38,-3.236557117372375
14,40,-4.687202697995539
14,42,-3.1692510665082927
14,44,-1.7892950378835264
14,46,-0.5293351856609135
14,48,0.625628012209813
14,50,-0.2585818271815832
14,52,1.4613609035350517
14,54,3.0539004690134184
14,56,4.532687208386187
14,58,5.9094886553884205
14,60,6.1196359170586545
14,62,7.5984210571665685
14,64,8.984782126017745
14,66,10.287121311908237
14,68,11.512852310393413
14,70,11.945805295775282
14,72,13.413107229264229
14,74,14.801095544726742
14,76,16.116031843585965
14,78,17.363535511734455
14,80,18.54866399647553
14,82,19.675981335619472
14,84,20.749616896708943
14,86,21.773315920073316
14,88,22.750483169648408
14,90,23.959815980215758
14,92,24.846965087197532
14,94,25.696363168350285
14,96,26.510369662788346
14,98,27.291151402351378
16,10,-11.495800789106948
16,12,-8.974475894246838
16,14,-7.173529540775333
16,16,-5.822819775671703
16,18,-4.7722677361466594
16,20,-3.9318261045266234
16,22,-3.244192042292048
16,24,-2.671163657096569
16,26,-2.1862934850080875
16,28,-1.7706904803608168
16,30,-6.46438617378144
16,32,-5.368717883017492
16,34,-4.401951744108127
16,36,-3.5426040650775787
16,38,-2.7737140364712993
16,40,-3.9065881013664283
16,42,-2.4258085935281883
16,44,-1.0796454045843356
16,46,0.14946011575570387
16,48,1.276140176067405
16,50,0.6308869462569646
16,52,2.316619339533655
16,54,3.8774826666417037
16,56,5.326855756099175
16,58,6.676272080766475
16,60,7.020932673995843
16,62,8.4706437251703
