,,0
10,10,-1.9906633207049897
10,20,-1.9143389053256399
10,30,-1.3030518719058248
10,40,-2.41430878100096
10,50,-2.3108511823294746
10,60,-2.5978602226727805
10,70,-1.8753668956797458
10,80,-1.7929733803743864
10,90,-1.7105798650690267
20,10,11.75849537712709
20,20,11.796657584816764
20,30,12.102301101526672
20,40,11.546672646979102
20,50,11.598401446314845
20,60,11.454896926143192
20,70,11.816143589639712
20,80,11.857340347292391
20,90,11.89853710494507
30,10,17.059156019110244
30,20,15.154006275959603
30,30,14.298782411248956
30,40,13.079424609320892
30,50,12.06184751776476
30,60,12.239535607547579
30,70,14.287170797480849
30,80,14.184753953675397
30,90,14.082337109869947
40,10,30.761857261192855
40,20,30.264869031896236
40,30,29.319343860207127
40,40,29.388353861743166
40,50,28.850923447172594
40,60,30.207271718350626
40,70,29.85009290830633
40,80,29.910963234168047
40,90,29.971833560029758
50,10,40.65291177234585
50,20,41.81724366475207
50,30,41.74453927926238
50,40,41.77513020579645
50,50,42.53701190949363
50,60,45.15882568054848
50,70,44.87910049581656
50,80,44.93381461980943
60,10,49.969348011231475
60,20,50.319562922903295
60,30,50.88688107740311
60,40,51.562987408920314
60,50,53.9529861403558
60,60,53.8803692440594
60,70,53.61656927021154
70,10,56.175322057836354
70,20,56.067907118934855
70,30,57.18653083785706
70,40,57.28549256339368
70,50,57.247517966762786
70,60,57.1701520736405
80,10,61.420268583054764
80,20,61.32628051151594
80,30,62.30507626557288
80,40,62.391667775417424
80,50,62.35844000336539
90,10,65.49967143600243
90,20,65.41650690111923
90,30,66.2869279889878
90,40,66.40659566250852
